video_path,video_name,exercise,subject_id,view,total_frames,fps,duration_sec,width,height
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg04.mp4,Side View V32-seg04.mp4,Weighted Sqauts,volunteer_032,side,82,30.0,2.7333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg05.mp4,Side View V32-seg05.mp4,Weighted Sqauts,volunteer_032,side,66,30.0,2.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg06.mp4,Side View V32-seg06.mp4,Weighted Sqauts,volunteer_032,side,82,30.0,2.7333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg07.mp4,Side View V32-seg07.mp4,Weighted Sqauts,volunteer_032,side,79,30.0,2.6333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg08.mp4,Side View V32-seg08.mp4,Weighted Sqauts,volunteer_032,side,80,30.0,2.6666666666666665,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg09.mp4,Side View V32-seg09.mp4,Weighted Sqauts,volunteer_032,side,74,30.0,2.466666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/10) Weighted Sqauts/v32/Side View V32-seg10.mp4,Side View V32-seg10.mp4,Weighted Sqauts,volunteer_032,side,70,30.0,2.3333333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg01.mp4,Side view V31-seg01.mp4,Seated biceps curls,volunteer_031,side,60,30.0,2.0,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg02.mp4,Side view V31-seg02.mp4,Seated biceps curls,volunteer_031,side,59,30.0,1.9666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg03.mp4,Side view V31-seg03.mp4,Seated biceps curls,volunteer_031,side,52,30.0,1.7333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg04.mp4,Side view V31-seg04.mp4,Seated biceps curls,volunteer_031,side,56,30.0,1.8666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg05.mp4,Side view V31-seg05.mp4,Seated biceps curls,volunteer_031,side,52,30.0,1.7333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg06.mp4,Side view V31-seg06.mp4,Seated biceps curls,volunteer_031,side,51,30.0,1.7,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg07.mp4,Side view V31-seg07.mp4,Seated biceps curls,volunteer_031,side,42,30.0,1.4,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #31/Side view V31-seg08.mp4,Side view V31-seg08.mp4,Seated biceps curls,volunteer_031,side,58,30.0,1.9333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg01.mp4,Side view V38-seg01.mp4,Seated biceps curls,volunteer_038,side,73,29.918032786885245,2.44,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg02.mp4,Side view V38-seg02.mp4,Seated biceps curls,volunteer_038,side,73,30.0,2.433333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg03.mp4,Side view V38-seg03.mp4,Seated biceps curls,volunteer_038,side,70,29.914529914529915,2.34,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg04.mp4,Side view V38-seg04.mp4,Seated biceps curls,volunteer_038,side,67,30.0,2.2333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg05.mp4,Side view V38-seg05.mp4,Seated biceps curls,volunteer_038,side,66,30.0,2.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg06.mp4,Side view V38-seg06.mp4,Seated biceps curls,volunteer_038,side,74,30.0,2.466666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg07.mp4,Side view V38-seg07.mp4,Seated biceps curls,volunteer_038,side,75,30.241935483870968,2.48,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg08.mp4,Side view V38-seg08.mp4,Seated biceps curls,volunteer_038,side,61,30.0,2.033333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg09.mp4,Side view V38-seg09.mp4,Seated biceps curls,volunteer_038,side,62,30.0,2.066666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #38/Side view V38-seg10.mp4,Side view V38-seg10.mp4,Seated biceps curls,volunteer_038,side,64,30.0,2.1333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg02.mp4,Side view V39-seg02.mp4,Seated biceps curls,volunteer_039,side,67,30.0,2.2333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg03.mp4,Side view V39-seg03.mp4,Seated biceps curls,volunteer_039,side,70,30.0,2.3333333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg06.mp4,Side view V39-seg06.mp4,Seated biceps curls,volunteer_039,side,71,30.0,2.3666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg07.mp4,Side view V39-seg07.mp4,Seated biceps curls,volunteer_039,side,68,30.0,2.2666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg08.mp4,Side view V39-seg08.mp4,Seated biceps curls,volunteer_039,side,77,30.0,2.566666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg09.mp4,Side view V39-seg09.mp4,Seated biceps curls,volunteer_039,side,73,30.0,2.433333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg11.mp4,Side view V39-seg11.mp4,Seated biceps curls,volunteer_039,side,74,30.0,2.466666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg12.mp4,Side view V39-seg12.mp4,Seated biceps curls,volunteer_039,side,73,30.0,2.433333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg13.mp4,Side view V39-seg13.mp4,Seated biceps curls,volunteer_039,side,76,30.0,2.533333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #39/Side view V39-seg14.mp4,Side view V39-seg14.mp4,Seated biceps curls,volunteer_039,side,73,30.0,2.433333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg01.mp4,Side view V40-seg01.mp4,Seated biceps curls,volunteer_040,side,77,30.0,2.566666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg02.mp4,Side view V40-seg02.mp4,Seated biceps curls,volunteer_040,side,67,30.0,2.2333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg03.mp4,Side view V40-seg03.mp4,Seated biceps curls,volunteer_040,side,61,30.0,2.033333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg04.mp4,Side view V40-seg04.mp4,Seated biceps curls,volunteer_040,side,54,30.0,1.8,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg05.mp4,Side view V40-seg05.mp4,Seated biceps curls,volunteer_040,side,59,30.0,1.9666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg06.mp4,Side view V40-seg06.mp4,Seated biceps curls,volunteer_040,side,52,30.0,1.7333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg07.mp4,Side view V40-seg07.mp4,Seated biceps curls,volunteer_040,side,60,30.0,2.0,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg08.mp4,Side view V40-seg08.mp4,Seated biceps curls,volunteer_040,side,54,30.0,1.8,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg09.mp4,Side view V40-seg09.mp4,Seated biceps curls,volunteer_040,side,55,30.0,1.8333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #40/Side view V40-seg10.mp4,Side view V40-seg10.mp4,Seated biceps curls,volunteer_040,side,55,30.0,1.8333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg01.mp4,Side view V41-seg01.mp4,Seated biceps curls,volunteer_041,side,86,29.519450800915333,2.913333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg02.mp4,Side view V41-seg02.mp4,Seated biceps curls,volunteer_041,side,70,30.0,2.3333333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg03.mp4,Side view V41-seg03.mp4,Seated biceps curls,volunteer_041,side,75,30.0,2.5,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg04.mp4,Side view V41-seg04.mp4,Seated biceps curls,volunteer_041,side,69,30.0,2.3,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg05.mp4,Side view V41-seg05.mp4,Seated biceps curls,volunteer_041,side,73,29.938482570061517,2.4383333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg06.mp4,Side view V41-seg06.mp4,Seated biceps curls,volunteer_041,side,66,30.0,2.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg07.mp4,Side view V41-seg07.mp4,Seated biceps curls,volunteer_041,side,66,30.0,2.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg08.mp4,Side view V41-seg08.mp4,Seated biceps curls,volunteer_041,side,72,29.916897506925206,2.4066666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #41/Side view V41-seg10.mp4,Side view V41-seg10.mp4,Seated biceps curls,volunteer_041,side,63,30.0,2.1,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg01.mp4,Side view V42-seg01.mp4,Seated biceps curls,volunteer_042,side,85,29.651162790697676,2.8666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg02.mp4,Side view V42-seg02.mp4,Seated biceps curls,volunteer_042,side,90,30.0,3.0,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg03.mp4,Side view V42-seg03.mp4,Seated biceps curls,volunteer_042,side,92,30.0,3.066666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg04.mp4,Side view V42-seg04.mp4,Seated biceps curls,volunteer_042,side,98,30.0,3.2666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg05.mp4,Side view V42-seg05.mp4,Seated biceps curls,volunteer_042,side,89,30.0,2.966666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg06.mp4,Side view V42-seg06.mp4,Seated biceps curls,volunteer_042,side,93,30.0,3.1,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg07.mp4,Side view V42-seg07.mp4,Seated biceps curls,volunteer_042,side,94,30.0,3.1333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg08.mp4,Side view V42-seg08.mp4,Seated biceps curls,volunteer_042,side,84,30.0,2.8,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg09.mp4,Side view V42-seg09.mp4,Seated biceps curls,volunteer_042,side,87,30.0,2.9,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg10.mp4,Side view V42-seg10.mp4,Seated biceps curls,volunteer_042,side,84,30.0,2.8,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg11.mp4,Side view V42-seg11.mp4,Seated biceps curls,volunteer_042,side,98,30.0,3.2666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg12.mp4,Side view V42-seg12.mp4,Seated biceps curls,volunteer_042,side,100,30.0,3.3333333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg13.mp4,Side view V42-seg13.mp4,Seated biceps curls,volunteer_042,side,96,30.0,3.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #42/Side view V42-seg14.mp4,Side view V42-seg14.mp4,Seated biceps curls,volunteer_042,side,100,30.0,3.3333333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg01.mp4,Side view V43-seg01.mp4,Seated biceps curls,volunteer_043,side,56,30.0,1.8666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg02.mp4,Side view V43-seg02.mp4,Seated biceps curls,volunteer_043,side,47,30.0,1.5666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg03.mp4,Side view V43-seg03.mp4,Seated biceps curls,volunteer_043,side,45,30.0,1.5,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg04.mp4,Side view V43-seg04.mp4,Seated biceps curls,volunteer_043,side,45,30.0,1.5,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg05.mp4,Side view V43-seg05.mp4,Seated biceps curls,volunteer_043,side,54,30.0,1.8,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg06.mp4,Side view V43-seg06.mp4,Seated biceps curls,volunteer_043,side,47,30.0,1.5666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg07.mp4,Side view V43-seg07.mp4,Seated biceps curls,volunteer_043,side,54,30.0,1.8,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg08.mp4,Side view V43-seg08.mp4,Seated biceps curls,volunteer_043,side,46,30.0,1.5333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg09.mp4,Side view V43-seg09.mp4,Seated biceps curls,volunteer_043,side,45,30.0,1.5,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #43/Side view V43-seg10.mp4,Side view V43-seg10.mp4,Seated biceps curls,volunteer_043,side,43,30.0,1.4333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg01.mp4,Side view V44-seg01.mp4,Seated biceps curls,volunteer_044,side,75,30.221625251846877,2.4816666666666665,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg02.mp4,Side view V44-seg02.mp4,Seated biceps curls,volunteer_044,side,90,29.983342587451414,3.001666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg03.mp4,Side view V44-seg03.mp4,Seated biceps curls,volunteer_044,side,79,30.0,2.6333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg04.mp4,Side view V44-seg04.mp4,Seated biceps curls,volunteer_044,side,71,30.0,2.3666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg05.mp4,Side view V44-seg05.mp4,Seated biceps curls,volunteer_044,side,93,30.0,3.1,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg06.mp4,Side view V44-seg06.mp4,Seated biceps curls,volunteer_044,side,94,29.984051036682615,3.1350000000000002,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg07.mp4,Side view V44-seg07.mp4,Seated biceps curls,volunteer_044,side,90,30.0,3.0,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg08.mp4,Side view V44-seg08.mp4,Seated biceps curls,volunteer_044,side,79,30.0,2.6333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg09.mp4,Side view V44-seg09.mp4,Seated biceps curls,volunteer_044,side,77,30.0,2.566666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #44/Side view V44-seg10.mp4,Side view V44-seg10.mp4,Seated biceps curls,volunteer_044,side,97,29.984544049459043,3.235,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg01.mp4,Side view V45-seg01.mp4,Seated biceps curls,volunteer_045,side,66,30.0,2.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg02.mp4,Side view V45-seg02.mp4,Seated biceps curls,volunteer_045,side,67,30.0,2.2333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg03.mp4,Side view V45-seg03.mp4,Seated biceps curls,volunteer_045,side,82,30.0,2.7333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg04.mp4,Side view V45-seg04.mp4,Seated biceps curls,volunteer_045,side,79,30.0,2.6333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg05.mp4,Side view V45-seg05.mp4,Seated biceps curls,volunteer_045,side,71,30.0,2.3666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg06.mp4,Side view V45-seg06.mp4,Seated biceps curls,volunteer_045,side,78,30.0,2.6,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg07.mp4,Side view V45-seg07.mp4,Seated biceps curls,volunteer_045,side,68,30.0,2.2666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg08.mp4,Side view V45-seg08.mp4,Seated biceps curls,volunteer_045,side,72,30.0,2.4,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg09.mp4,Side view V45-seg09.mp4,Seated biceps curls,volunteer_045,side,72,30.0,2.4,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/11) Seated biceps curls/Volunteer #45/Side view V45-seg10.mp4,Side view V45-seg10.mp4,Seated biceps curls,volunteer_045,side,65,30.0,2.1666666666666665,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg01.mp4,Side view V31-seg01.mp4,Triceps Kickbacks,volunteer_031,side,50,30.0,1.6666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg02.mp4,Side view V31-seg02.mp4,Triceps Kickbacks,volunteer_031,side,41,30.0,1.3666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg03.mp4,Side view V31-seg03.mp4,Triceps Kickbacks,volunteer_031,side,41,30.0,1.3666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg04.mp4,Side view V31-seg04.mp4,Triceps Kickbacks,volunteer_031,side,43,30.0,1.4333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg05.mp4,Side view V31-seg05.mp4,Triceps Kickbacks,volunteer_031,side,46,30.0,1.5333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg06.mp4,Side view V31-seg06.mp4,Triceps Kickbacks,volunteer_031,side,38,30.0,1.2666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg07.mp4,Side view V31-seg07.mp4,Triceps Kickbacks,volunteer_031,side,46,30.0,1.5333333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg08.mp4,Side view V31-seg08.mp4,Triceps Kickbacks,volunteer_031,side,45,30.0,1.5,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg09.mp4,Side view V31-seg09.mp4,Triceps Kickbacks,volunteer_031,side,44,30.0,1.4666666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #31/Side view V31-seg10.mp4,Side view V31-seg10.mp4,Triceps Kickbacks,volunteer_031,side,39,30.0,1.3,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg01.mp4,Side view V38-seg01.mp4,Triceps Kickbacks,volunteer_038,side,68,30.379746835443036,2.2383333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg02.mp4,Side view V38-seg02.mp4,Triceps Kickbacks,volunteer_038,side,80,29.9625468164794,2.67,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg03.mp4,Side view V38-seg03.mp4,Triceps Kickbacks,volunteer_038,side,50,30.0,1.6666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg04.mp4,Side view V38-seg04.mp4,Triceps Kickbacks,volunteer_038,side,57,29.97370727432077,1.9016666666666668,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg05.mp4,Side view V38-seg05.mp4,Triceps Kickbacks,volunteer_038,side,61,29.975429975429975,2.035,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg06.mp4,Side view V38-seg06.mp4,Triceps Kickbacks,volunteer_038,side,51,30.0,1.7,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg07.mp4,Side view V38-seg07.mp4,Triceps Kickbacks,volunteer_038,side,47,30.0,1.5666666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg08.mp4,Side view V38-seg08.mp4,Triceps Kickbacks,volunteer_038,side,59,29.97459779847587,1.9683333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg09.mp4,Side view V38-seg09.mp4,Triceps Kickbacks,volunteer_038,side,51,30.0,1.7,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #38/Side view V38-seg10.mp4,Side view V38-seg10.mp4,Triceps Kickbacks,volunteer_038,side,49,30.0,1.6333333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/12) Triceps Kickbacks/Volunteer #39/Side view V39-seg02.mp4,Side view V39-seg02.mp4,Triceps Kickbacks,volunteer_039,side,53,30.0,1.7666666666666666,720,1280
